id,profile_url,name,email,address,phone,whatsapp
27,https://nigeriapropertycentre.com/agents/olak-realties-89145,Olak Realties,horlanhomes@gmail.com,"5, Ayodele Street, Abule Oja, Shomolu, Akoka, Lagos State, Nigeria",07045938330,+2347045938330
31,https://nigeriapropertycentre.com/agents/kanile-lori-realtors-limited-97139,Kanile-lori Realtors Limited,debbieoladepo@gmail.com,"8, Adewunmi Street, Ladi-lak, Shomolu, Lagos, Nigeria","08039291889, 08129279543",08039291889
33,https://nigeriapropertycentre.com/agents/detriflo-limited-34572,Detriflo Limited,detriflolimited@gmail.com,"12d, Olayiwola Street, Off Charity Road New Oko-oba, Abule-egba, Lagos, Lagos, Nigeria",09091343233,09072547382
34,https://nigeriapropertycentre.com/agents/oleks-properties-limited-131310,Oleks Properties Limited,olekspropertiesltd@gmail.com,"Lakowe Block B 4 Street, Behind Ogunjay Estate, Lakowe, Lagos, Nigeria","07057598050, 08188195333",08188195444
35,https://nigeriapropertycentre.com/agents/bola-onabadejo-company-22699,Bola Onabadejo & Company,b.onabadejo@gmail.com,"Old No.1, New No. 3, John Olugbo Street, Alausa, Ikeja, Lagos, Nigeria","08038086708, 08076594290, 08058419857",+2348038086708
36,https://nigeriapropertycentre.com/agents/xarios-limited-17292,Xarios Limited,xarioslimited@gmail.com,"5, C & I Leasing Drive, Lekki Phase 1, Lagos, Nigeria",08095492249,+2348095492249
37,https://nigeriapropertycentre.com/agents/pearlsaries-limited-148024,Pearls&aries Limited,Info@pearlsandaries.com,"2, Akintola Ajeigbe, Lekki Phase 1, Lagos, Nigeria","09097777767, 09097777767, 09097777767, 09097777767",+2349097777767
39,https://nigeriapropertycentre.com/agents/proficient-mind-limited-124077,Proficient Mind Limited,proficientmindltd@gmail.com,"12a Olaitan Mustafa Close, Ijaiye Ojokoro, Lagos, Nigeria","07059577322, 08032790366, 08021219575, 07034573833",07059577322
42,https://nigeriapropertycentre.com/agents/laymod-homes-and-services-79958,Laymod Homes And Services,ojoolayemi81@yahoo.com,"6 Olabisi Street Gra Phase2, Shangisha Magodo, Lagos, Nigeria","08134676933, +2348168940645, +2348168940645, +2348168940645",+2348134676933
43,https://nigeriapropertycentre.com/agents/cee-ee-properties-ltd-121233,Cee & Ee Properties Ltd,ceeandeeproperties22@gmail.com,"Olumide Odughota Street, Awoyaya Ibeju Lekki, Lekki, Lagos, Nigeria","07032393976, 09065496277",+2347032393976
45,https://nigeriapropertycentre.com/agents/nikiinc-realtors-80605,Nikiinc Realtors,nikiyaakins16@gmail.com,"C173b Onitana Crescent, Off Olubadan Avenue, Royal Gardens Estate, Ajah, Lagos, Nigeria","08187120651, 08187120651",+2348187120651
46,https://nigeriapropertycentre.com/agents/shotex-aaron-global-services-73057,Shotex & Aaron Global Services,turpyson@yahoo.com,"Road 1 Suite A10 Ikota Shopping Complex Ajah, Eti-osa, Lagos, Nigeria","+2348055624081, +2348036617682, +2348034134540, +2349076556608",+2348036617682
47,https://nigeriapropertycentre.com/agents/idowu-shada-and-co-28732,Idowu Shada And Co,idowushada@gmail.com,"Suite 2, Block B1, Bola Tinubu Plaza, Ijaiye, Lagos, Nigeria","08023095707, 08120192377, 07063090046, 07055449474",+2348023095707
50,https://nigeriapropertycentre.com/agents/ndewo-homes-ltd-197860,Ndewo Homes Ltd,ndewohomes@gmail.com,"Babatope Bejide Crescent, Lekki, Lagos, Nigeria",08035926130,+2348035926130
53,https://nigeriapropertycentre.com/agents/the-overflow-global-properties-realtors-limited-86826,The Overflow Global Properties & Realtors Limited,theoverflowproperties@gmail.com,"231, Iju Water Works Road, Iju-ishaga, Agege, Lagos, Nigeria","08165456551, 08054051344",+2348165456551
60,https://nigeriapropertycentre.com/agents/john-zedomi-associates-11760,John Zedomi & Associates,chinonso@jzedomiassociates.com,"16b, Salvation Road, Opebi, Ikeja, Lagos, Nigeria","07013950476, 08086748668, 07013919809, 08095675421",07013950476
61,https://nigeriapropertycentre.com/agents/paulco-investment-limited-54896,Paulco Investment Limited,paulcogroup2020@yahoo.com,"1, Ikosi Road, Near Stanbic Ibtc Bank Plc, Ketu Bus Stop, Ketu, Lagos, Nigeria","+2348033334432, +2348187029701, +2349017417588",+2348033334432
62,https://nigeriapropertycentre.com/agents/resilience-realty-global-resources-limited-19338,Resilience Realty Global Resources Limited,olamide.adigunandco@gmail.com,"8 Prince Abisoye Street, Abule Egba, Lagos, Nigeria","09090068871, 08034687563, 09090068871, 08034806938",2348034687563
63,https://nigeriapropertycentre.com/agents/salesville-properties-36466,Salesville Properties,salesvilleproperties@gmail.com,"10b Ibrahim Odofin Street Idado Estatelekki, Lagos, Outside Us, Nigeria","08072658836, 08105315645, 08072658836, 08105315645",08072658836
66,https://nigeriapropertycentre.com/agents/o-global-solutions-realtors-37296,O Global Solutions & Realtors,ohila23@gmail.com,"Plot 51, Adeyemo Akapo, Omole, Ikeja, Lagos, Nigeria","08038171136, 08023947746",+2348038171136
68,https://nigeriapropertycentre.com/agents/walsteins-associates-69021,Walsteins Associates,walsteinsassociates@yahoo.com,"22, Ogunmodede Street, Off Adegbeyeni Street, Ikeja, Lagos, Nigeria","08070508088, 08053135344, 08037256243",08070508088
70,https://nigeriapropertycentre.com/agents/jaysolutions-properties-67373,Jaysolutions Properties,boyedejeffrey920@gmail.com,"B186 Jakande Housing Estate Elegushi., Lekki Epe Express Lagos, Lagos, Nigeria","+2348064673040, 08064673040, 07037695692",+2348064673040
71,https://nigeriapropertycentre.com/agents/diaamond-partners-estate-agency-28629,Diaamond Partners Estate Agency,diaamondpartners@gmail.com,"26 Akin Leigh Street, Lekki Phase 1, Lagos, Nigeria",07056826783,08138199901
72,https://nigeriapropertycentre.com/agents/kavigreen-consult-118181,Kavigreen Consult,info@kavigreenconsult.com,"22, 4th Avenue, Infinity Estate, Addo Road, Ajah, Lagos, Nigeria","07084842435, 09084842444",2347084842435
73,https://nigeriapropertycentre.com/agents/dele-ajibade-and-co-117969,Dele Ajibade And Co.,babalolaolufemi003@gmail.com,"Plot 168 Oyadiran Estate, Onike, Sabo, Yaba, Lagos, Nigeria","08094721442, 09024458392, 09024458392, 08094721442",08094721442
74,https://nigeriapropertycentre.com/agents/chazze-building-nigeria-limited-26691,Chazze Building Nigeria Limited,info@chazzeproperty.com,"82 Oniru Estate Resettlement, Lekki, Lagos, Nigeria","07061647638, 08111707127",+2347061647638
75,https://nigeriapropertycentre.com/agents/linch-bin-resources-nig-ltd-34274,Linch Bin Resources Nig Ltd,linchbin.megaproperties@gmail.com,"13 Beacon Crescent , Awoyaya, Ibeju-lekki, Lagos, Nigeria","+2348039198452, +2347057726232, +2348023178394",+2348039198452
77,https://nigeriapropertycentre.com/agents/domaine-real-estate-2027,Domaine Real Estate,domainerealestate01@gmail.com,"Grandview Plaza, Magodo Phase 2, Lagos, Nigeria","08036472961, 07080019495",08036472961
78,https://nigeriapropertycentre.com/agents/skb-richwell-limited-17327,Skb Richwell Limited,ksam967@gmail.com,"10, Baba Yusuf Close, Alausa, Ikeja, Lagos, Nigeria","08023566655, 08025019606",+2348023566655
80,https://nigeriapropertycentre.com/agents/mankind-chambers-30282,Mankind Chambers,mankindhomes@yahoo.com,"Eyinogun Street, Off Mafoluku Road, Mafoluku, Oshodi, Lagos, Nigeria","08057318847, 08067327807",+2348057318847
82,https://nigeriapropertycentre.com/agents/misa-limited-47179,Misa Limited,lsimon-ebije@misaltd.com,"47a, Glover Road, Ikoyi, Lagos, Nigeria","+2349162000888, 09163000888",+2349162000888
83,https://nigeriapropertycentre.com/agents/kelly-berry-luxury-homes-120275,Kelly_berry Luxury Homes,kellyberryluxuryhomes@gmail.com,"1 Charity Close Thomas Estates, Ajah, Lagos, Nigerian",07034534871,07034534871
84,https://nigeriapropertycentre.com/agents/iwel-property-brokers-ltd-15267,Iwel Property Brokers Ltd,iwelproperties@gmail.com,"65 Eric Manuel Street, Off Bode Thomas, Surulere, Lagos, Nigeria","08050931413, 08033210765",+2348033210765
85,https://nigeriapropertycentre.com/agents/right-location-realtors-limited-25345,Right Location Realtors Limited,rightlocation4u@yahoo.com,"8 Nurudeen Street, Anifowoshe, Ikeja, Lagos, Nigeria","08033600800, 07034215156",
87,https://nigeriapropertycentre.com/agents/veseli-zioni-limited-30454,Veseli Zioni Limited,home_2a@yahoo.com,"Suite 9, Second Floor, Oakland Properties (cross Town Mall), 75 Iju Road, Lagos, Nigeria",08033061606,+2349057274548
88,https://nigeriapropertycentre.com/agents/xeuv-digital-enterprises-91904,Xeuv Digital Enterprises,xeuvdigital@gmail.com,"8c Aare Fakorede Street. Oral Estate Agungi., Lagos, Lagos, Nigeria","09023999099, 09058558955",09058558955
90,https://nigeriapropertycentre.com/agents/joop-concept-2260,Joop Concept,matthewajah@gmail.com,"80 Tapa Sreet, Off Adeshina Road, Surulere, Lagos, Nigeria",+2348121654973,+2348121654973
91,https://nigeriapropertycentre.com/agents/jsp-realtors-18045,Jsp Realtors,jsprealtors@gmail.com,"No. 10, Iroko Awe Street, Orile Ilasan , Lekki, Lagos, Nigeria",07032033153,2347032033153
92,https://nigeriapropertycentre.com/agents/soa-realtors-limited-28531,Soa Realtors Limited,soarealtors@yahoo.com,"Raimi Akinyele, Maroko, Ajah, Lagos, Nigeria","09052236602, 09052236602",+2349052236602
94,https://nigeriapropertycentre.com/agents/abodeworks-services-1400,Abodeworks Services,ayanlowoolufemi@yahoo.com,"2nd Floor, Delog Building, 369 Borno Way, Alagomeji, Yaba, Lagos, Nigeria",07065324883,+2347065324883
95,https://nigeriapropertycentre.com/agents/cotrem-homes-and-properties-limited-73385,Cotrem Homes And Properties Limited,cyprusakanni@gmail.com,"65c, Opebi Road, Ikeja, Lagos, Nigeria",08105949047,08105949047
96,https://nigeriapropertycentre.com/agents/damisa-luxury-realties-55234,Damisa Luxury Realties.,damisaluxuryrealties1@gmail.com,"House 15 Lateef Jakande, Lagos, Ajah., Lagos State, Nigeria","07067918970, 09058431076",09058431076
97,https://nigeriapropertycentre.com/agents/dewatcy-ventures-19569,Dewatcy Ventures,dewatcyventures@gmail.com,"Hse, Covenent Dr. Awoyaya, Abijoh, Ajah, Lagos, Nigeria","08023562545, 08023562545, 07031289588",2348023562545
98,https://nigeriapropertycentre.com/agents/tedson-nigeria-limited-67539,Tedson Nigeria Limited,holdah4xt@yaho.com,"No. 7, Agu Amaechi Street, Off Canaan Est, Lekki Gardens Phase 1, Ajah, Lagos, Nigeria","08032670727, 07041199629, 08085290997",+2348032670727
99,https://nigeriapropertycentre.com/agents/grandeur-chattels-and-construction-limited-20317,Grandeur Chattels And Construction Limited,grandeurchattelsltd@gmail.com,"Plot 12 Lsdpc Road, Isheri Olofin, Isheri North, Lagos State, Nigeria","07061500157, 09025728628, 09025728628",+2347061500157
100,https://nigeriapropertycentre.com/agents/bho-homes-and-properties-limited-20420,Bho Homes And Properties Limited,bhohomesandproperties@gmail.com,"13, Olusanya Close, Behind Timoteik Hospital, Alapere, Ketu, Lagos, Nigeria","08182139428, 08082110022",23481821394280
101,https://nigeriapropertycentre.com/agents/chaman-law-firm-74534,Chaman Law Firm,chamanproperties@yahoo.com,"115, Awolowo Way By Allen Bus Stop, Ikeja, Lagos, Nigeria","08065553671, 08024200080, 08064722292, 08096888818",+2348096888818
103,https://nigeriapropertycentre.com/agents/soaring-realtors-kodio-global-concepts-32973,Soaring Realtors (kodio Global Concepts),info@soaringrealtors.com,"8, Mohammed Abdul Street, New Oko Oba, Lagos, Nigeria","08022234499, 09060016336",08022234499
104,https://nigeriapropertycentre.com/agents/lad-white-real-properties-a-division-of-lad-white-ventures-ltd-1173,Lad-white Real Properties (a Division Of Lad-white Ventures Ltd),ladwhitevl@yahoo.com,"Suite 53 Phase 2, Lsdpc Shopping Complex, Oba Ogunji Road, Opposite Women Dev. Centre, Pen-cinema, Agege, Lagos, Nigeria","+2348023189403, +2348023189403, +2348055957900",+2348023189403
106,https://nigeriapropertycentre.com/agents/360luxe-limited-25435,360luxe Limited,olabanji@360luxeltd.com,"No 4, Babatope Bejide Street, Lekki Phase 1, Lagos, Nigeria","08135026727, 08135026727, 08023300989, 08023300989",08135026727
108,https://nigeriapropertycentre.com/agents/jenic-real-estate-31605,Jenic Real Estate,jenicrealestate@gmail.com,"32, Omomo Street, Ifako, Lagos, Nigeria",07065477787,+2347065477787
109,https://nigeriapropertycentre.com/agents/landreth-limited-25262,Landreth Limited,oduwa@msn.com,"72 Queen Street, Sabo, Yaba, Lagos, Nigeria","014549666, 08023068000, 08098068000, 08159691717",+2348098068000
111,https://nigeriapropertycentre.com/agents/greenstar-properties-leaphigh-concepts-82408,Greenstar Properties (leaphigh Concepts),temigreatness@gmail.com,"22, Olufemi Ojo Street, Shasha Road, Alimosho Lga,, Egbeda-akowonjo Road,, Lagos, Nigeria","+2348038532350, +2348038532350, +2348092772795, +2348092772810",+2348038532350
113,https://nigeriapropertycentre.com/agents/ashley-real-estate-974,Ashley Real Estate,ashleyrealestateservices@yahoo.com,"19, Oloje Street, Papa Ajao, Lagos, Nigeria",08083983042,
115,https://nigeriapropertycentre.com/agents/tisat-resources-nigeria-limited-24118,Tisat Resources Nigeria Limited,info.tisat123@gmail.com,"50b Bejide Babatope Street, Lekki Phase 1, Lagos, Nigeria","08098408881, 08156025344",08098408881
118,https://nigeriapropertycentre.com/agents/brickstone-realtor-31962,Brickstone Realtor,info@brickstonerealtorng.com,"Providence Str. Plot 84, Lekki Phase 1, Lagos, Nigeria","07066988305, 07066988305",07066988305
119,https://nigeriapropertycentre.com/agents/abdullahi-abby-gardens-nig-limited-98163,Abdullahi & Abby Gardens Nig Limited,liba4life247@gmail.com,"46, Oke Muti, Igbo Olomu Road, Ikorodu, Lagos, Nigeria","08038389084, 08038389084, 08038389084, 08038389084",2348038389084
120,https://nigeriapropertycentre.com/agents/jerry-star-realtors-5659,Jerry Star Realtors,jerrystarrealtors@gmail.com,"Shop 24, Bankom Plaza ,28, Langbasa Road, Ajah, Lagos , Nigeria","08126645828, 07038520306",+2347038520306
121,https://nigeriapropertycentre.com/agents/amassive-nig-limited-3226,Amassive Nig Limited,amassive.nig.ltd@gmail.com,"30 Akintunde Street, Onike, Yaba, Lagos, Nigeria","07035201266, +2349024870160, 08024796064, 07026644531",+2347086585632
122,https://nigeriapropertycentre.com/agents/anene-associates-1833,Anene & Associates,aneneandassociates@yahoo.com,"20 Oduyemi Street, Off Obafemi Awolowo Way, Anifowose, Ikeja, Lagos, Nigeria","08033344081, +2349074030739, 09158869834",09158869834
123,https://nigeriapropertycentre.com/agents/seaside-real-estate-19968,Seaside Real Estate,info@seaside.com.ng,"2, Suberu Ogunsanya Street, Beside Oba's Palace, Ikorodu, Lagos, Nigeria",08022277251,+2348022277251
126,https://nigeriapropertycentre.com/agents/conquerant-ventures-16822,Conquerant Ventures,conquerantventures@yahoo.co.uk,"1 Moses Adebisi Street, Alapere, Ketu, Lagos, Nigeria",+2348182889280,+2348182889280
127,https://nigeriapropertycentre.com/agents/high-pavilion-view-properties-ltd-110207,High Pavilion View Properties Ltd,samuelodukoya@yahoo.com,"15 Bada Street Idi Oro, Mushin, Lagos, Nigeria",07037274899,23407037274899
129,https://nigeriapropertycentre.com/agents/oana-homes-and-properties-ltd-118405,Oana Homes And Properties Ltd,oanahomes@gmail.com,"No. 58, Adele Ajo Street, Agaye, Ijeododo, Alimosho, Lagos, Nigeria",08068687190,07057478441
131,https://nigeriapropertycentre.com/agents/rave-plus-intl-ltd-61671,Rave Plus Int'l Ltd,raveplus1@gmail.com,"3 Ayisatu Onisemo Street, Aguda, Lagos, Nigeria","08027613503, 08060319681",+2348027613503
132,https://nigeriapropertycentre.com/agents/areo-global-business-venture-ltd-112697,Areo Global Business Venture Ltd,ayoolavictor1@gmail.com,"5, Suenu Court, Akoka, Yaba, Lagos, Nigeria","08185157164, 08188778337",+2348188778337
133,https://nigeriapropertycentre.com/agents/property-4-al-16849,Property 4 Al,property4almail@gmail.com,"Plot 1, Babatunde Kuboye Street, Lekki Phase 1, Lagos, Nigeria","014539100, 08024300250, 09099999812",+2348024300250
136,https://nigeriapropertycentre.com/agents/the-westend-consulting-ltd-206390,The Westend Consulting Ltd,westendconsultinglekki@gmail.com,"14 Mary Osadolor Street Chevy View Estate, Chevron, Lekki, Lagos State, Nigeria",09060299748,09060299748
137,https://nigeriapropertycentre.com/agents/olfad-homes-ltd-92956,Olfad Homes Ltd,info@olfadhomes.com,"5a, Charles Ifeanyi Street, Off Adebayo Doherty,, Lekki Phase 1, Lagos, Nigeria","+2348110746180, +2348099442055, +2348099442055",+2348070978442
138,https://nigeriapropertycentre.com/agents/muzos-properties-and-stores-41071,Muzos Properties And Stores,muzosproperties@gmail.com,"7 Power Line, Green Vill Estate, Badore, Ajah, Lagos, Nigeria","09033444052, 08129703344, 08078687089",+2348129703344
140,https://nigeriapropertycentre.com/agents/samtos-general-agency-37736,Samtos General Agency,tolex84@gmail.com,"13 Bayo Aderiye Street, New Oko Oba, Abule-egba, Lagos, Nigeria","07032671556, 07089012470",+2347032671556
141,https://nigeriapropertycentre.com/agents/brixmound-real-estate-limited-19553,Brixmound Real Estate Limited,brixmound@gmail.com,"2, Jim Unah Way, Ajah, Lagos, Nigeria","+2348096633672, +2348090903127",08096633672
142,https://nigeriapropertycentre.com/agents/myhom-dotcom-49306,Myhom Dotcom,myhomdotcom@gmail.com,"50, Ojekunle Street, Arolambo Inside, Matogun Road, Oke Aro, Agbado, Lagos, Nigeria",09031799781,+2349031799781
143,https://nigeriapropertycentre.com/agents/the-cratus-and-company-29255,The Cratus And Company,cratus.ng@gmail.com,"No. 45, 08 Castle Rock Avenue, Agungi, Eti-osa Lga, Lekki, Lagos, Nigeria","07025397153, 08189790450",07025397153
144,https://nigeriapropertycentre.com/agents/odogwu-property-co-26404,Odogwu Property & Co,odogwuproperty@gmail.com,"Suite I-253, Road 5, Ikota Shopping Complex, Vgc, Lekki, Lagos, Nigeria","07032893900, 08170288674, 09059290679, 08128684019",+2347032893900
145,https://nigeriapropertycentre.com/agents/fidus-services-22953,Fidus Services,fidusservicesng@gmail.com,"44a, Ope Ifa Crescent, Anthony Village, Shomolu, Lagos, Nigeria","08034840021, 08034840021, +2348082014557",
146,https://nigeriapropertycentre.com/agents/eden-park-integrated-services-15665,Eden Park Integrated Services,edenparks@outlook.com,"50 Oni Street, Akowonjo, Alimosho, Lagos, Nigeria","07032095330, 08075319070",08075319070
148,https://nigeriapropertycentre.com/agents/mbo-realty-ltd-28323,Mbo Realty Ltd,mborealty@yahoo.com,"Aqua Towers, 12a A.j. Marinho Drive, Off Sinari Daranijo , Victoria Island, Lagos, Nigeria","07068163238, 07062801763",+2347068163238
149,https://nigeriapropertycentre.com/agents/d-emirates-limited-177905,D-emirates Limited,soliudeenmodupeola@gmail.com,"314, Ikorodu Road Anthony, Ikeja, Lagos, Nigeria","08163494941, 08029294820",+2348163494941
152,https://nigeriapropertycentre.com/agents/c-w-real-estate-86702,C W Real Estate,cwrelisting@gmail.com,"No 1, Towry Close, Idejo Street, Off Adeola Odeku,, Victoria Island., Lagos., Nigeria","+2349062511340, +2349062511340, +2349062511340",+2349062511340
153,https://nigeriapropertycentre.com/agents/kabhod-luxury-homes-and-properties-32940,Kabhod Luxury Homes And Properties,immaculetakajang@yahoo.com,"#2 Eddie Eleje Street, Oba Amusa Estate, Agungi, Lekki, Lagos, Nigeria",08066394299,+2348066394299
155,https://nigeriapropertycentre.com/agents/k2com-luxury-limited-22634,K2com Luxury Limited,k2comluxury@gmail.com,"No. 18, Awanatu Street, Ajuwon, Ikeja, Lagos, Nigeria","2348094025634, 2348058021495",+2348094025634
156,https://nigeriapropertycentre.com/agents/primenest-ltd-79086,Primenest Ltd,primenestng@gmail.com,"Flat A1, Lagos Manor 1 Akinyemi Omoyeni Street, Oral Estate, Off Lekki-epe Express Way., Lekki, Lagos, Nigeria","+2348139766058, +2348139766058, 0813333794",+2348139766058
157,https://nigeriapropertycentre.com/agents/citywealth-homes-and-properties-ltd-52162,Citywealth Homes And Properties Ltd,citywealthconsult@gmail.com,"Plot 20 Bode Ajakaye Street Agungi, Lekki, Lagos, Nigeria","08035226545, 09092158129",+2348035226545
158,https://nigeriapropertycentre.com/agents/st-hamilif-global-properties-ventures-82111,St. Hamilif Global Properties Ventures,imomfon@gmail.com,"No 5 Musari Street Ofiran Onosa, Ibeju-lekki, Lagos, Nigeria","08052043213, 08034364601, 08026465600, 08052043213",+2348022258513
162,https://nigeriapropertycentre.com/agents/get-homes-properties-132610,Get-homes Properties,info@gethomesproperties.com,"11, Ajalli Street, Ajao Estate, Oshodi, Lagos, Nigeria","08059060308, 08123936666",+2348059060308
163,https://nigeriapropertycentre.com/agents/homesearch-and-properties-16570,Homesearch And Properties,homesearchandproperties@gmail.com,"13, Adeniji Street, Surulere, Lagos, Nigeria","08170730095, 08065958008, 08080225423, 08073137267",+2348170730095
164,https://nigeriapropertycentre.com/agents/gentle-breeze-real-estate-company-16555,Gentle Breeze Real Estate Company,gentlebreezerealestatecoy@yahoo.com,"Plot 14, Block 15, Flat 2, Zone C, Iba Housing Estate, Ikeja, Lagos, Nigeria","+2348065321831, 08097328885",+2348097328885
165,https://nigeriapropertycentre.com/agents/fimol-enterprises-67327,Fimol Enterprises,fimolhomesandproperties@gmail.com,"Block 3, Plot 5, Cmd-jubilee Road, Magodo Phase 2, Magodo, Lagos, Nigeria","07045149357, 08119692684, 08145981832",+2348119692684
166,https://nigeriapropertycentre.com/agents/kloned-koncept-konsort-limited-33264,Kloned Koncept Konsort Limited,ozijimoh4real@gmail.com,"38, Agbonyin Avenue, Off Adelabu Road, Surulere, Lagos, Nigeria","+2348023271015, +2348033065560, +2348185869447, +2348",08023271015
167,https://nigeriapropertycentre.com/agents/zircon-realty-global-24430,Zircon Realty Global,zirconrealtyglobal@gmail.com,"17a Funsho/adeshina Street, Onike, Sabo, Yaba, Lagos, Nigeria","08090623634, 08144637737",08090623634
168,https://nigeriapropertycentre.com/agents/centric-ruach-44648,Centric Ruach,info@grayspropertiesinnaija.com,"J10, Road 5, Ikota Shopping Complex, Lekki / Ajah Expressway, Lagos, Nigeria","+2348185421849, +2348185421849",+2348077904400
169,https://nigeriapropertycentre.com/agents/okeyode-gbola-associate-2963,Okeyode Gbola & Associate,ogassociates13@gmail.com,"Suite 38/40, Kazam Plaza, 26 Ikotun-idimu Road, College B/stop, Alimosho, Lagos, Nigeria","08035821259, 08187814343, 08169245060",+2348187814343
170,https://nigeriapropertycentre.com/agents/adcranca-global-resources-limited-25039,Adcranca Global Resources Limited,frankibazo@yahoo.com,"21 Road E 1 Close, House 6a, Festac Town, Lagos, Nigeria","08119313680, 08024010201",08024010201
171,https://nigeriapropertycentre.com/agents/swift-alt-ruist-nig-ltd-139107,Swift Alt Ruist Nig Ltd,teejaiye@yahoo.ca,"6 Oyeleke Street Ikeja, Ikeja, Lagos, Nigeria",08033490154,2348085048328
