id,profile_url,name,email,address,phone,whatsapp
24,https://nigeriapropertycentre.com/agents/monuel-properties-co-32172,Monuel Properties & Co,monuelproperties@yahoo.com,"12, Yinka Arogundade Close, Ajah, Lagos, Nigeria","08096751319, 08035757186, 08096751319, 08068878459",2348096751319
25,https://nigeriapropertycentre.com/agents/fbm-homes-and-interior-114096,FBM Homes And Interior,,"Akiyemi Omawumi Street,oral Estate., Ikota, Lagos State, Nigeria","08109990681, 08153176354",2348109990681
26,https://nigeriapropertycentre.com/agents/homepro-corporate-realty-limited-140856,Homepro Corporate Realty Limited,Homeprocorporaterealty@gmail.com,"18, Olubondu Street, Ipaja, Lagos, Nigeria","08079519951, 08135556286",8079519951
27,https://nigeriapropertycentre.com/agents/olak-realties-89145,Olak Realties,horlanhomes@gmail.com,"5, Ayodele Street, Abule Oja, Shomolu, Akoka, Lagos State, Nigeria",7045938330,2347045938330
28,https://nigeriapropertycentre.com/agents/pricelett-properties-limited-64727,Pricelett Properties Limited,,"59, Afolabi Brown, Akoka, Yaba, Lagos, Nigeria",7054364561,2347054364561
29,https://nigeriapropertycentre.com/agents/fta-global-resources-nig-ltd-43527,Fta Global Resources Nig Ltd,,"Mulliner Tower, Old Nnpc, 39 Afred Rewane Road, Ikoyi, Lagos, Nigeria","08132375831, 08059421682",2347044975879
30,https://nigeriapropertycentre.com/agents/megabrosmultipurposenigltd-182928,Megabrosmultipurposenigltd,,"1 Charity Close, Thomas Estate Ajah, Lekki, Lagos, Nigeria","08169762973, 07035649405",9030936221
31,https://nigeriapropertycentre.com/agents/kanile-lori-realtors-limited-97139,Kanile-lori Realtors Limited,debbieoladepo@gmail.com,"8, Adewunmi Street, Ladi-lak, Shomolu, Lagos, Nigeria","08039291889, 08129279543",8039291889
32,https://nigeriapropertycentre.com/agents/izotope-resources-ltd-47525,Izotope Resources Ltd,,"Asheila Royal Estate, Off Oke Afa, Off Ogombo, Ajah, Lagos, Nigeria","09095584101, 09027057529, 08032875766",2349095584101
33,https://nigeriapropertycentre.com/agents/detriflo-limited-34572,Detriflo Limited,detriflolimited@gmail.com,"12d, Olayiwola Street, Off Charity Road New Oko-oba, Abule-egba, Lagos, Lagos, Nigeria",9091343233,9072547382
34,https://nigeriapropertycentre.com/agents/oleks-properties-limited-131310,Oleks Properties Limited,olekspropertiesltd@gmail.com,"Lakowe Block B 4 Street, Behind Ogunjay Estate, Lakowe, Lagos, Nigeria","07057598050, 08188195333",8188195444
35,https://nigeriapropertycentre.com/agents/bola-onabadejo-company-22699,Bola Onabadejo & Company,b.onabadejo@gmail.com,"Old No.1, New No. 3, John Olugbo Street, Alausa, Ikeja, Lagos, Nigeria","08038086708, 08076594290, 08058419857",2348038086708
36,https://nigeriapropertycentre.com/agents/xarios-limited-17292,Xarios Limited,xarioslimited@gmail.com,"5, C & I Leasing Drive, Lekki Phase 1, Lagos, Nigeria",8095492249,2348095492249
37,https://nigeriapropertycentre.com/agents/pearlsaries-limited-148024,Pearls&aries Limited,Info@pearlsandaries.com,"2, Akintola Ajeigbe, Lekki Phase 1, Lagos, Nigeria","09097777767, 09097777767, 09097777767, 09097777767",2349097777767
38,https://nigeriapropertycentre.com/agents/adeb-heights-international-ltd-165351,Adeb Heights International Ltd,,"5 Gbangbala Street, Ikate Elegushi, Lagos, Nigeria","07065193585, 08140242400",7065193585
39,https://nigeriapropertycentre.com/agents/proficient-mind-limited-124077,Proficient Mind Limited,proficientmindltd@gmail.com,"12a Olaitan Mustafa Close, Ijaiye Ojokoro, Lagos, Nigeria","07059577322, 08032790366, 08021219575, 07034573833",7059577322
40,https://nigeriapropertycentre.com/agents/ddd-properties-58042,D.d.d Properties,,"2b Jemtok Street,, Ago, Okota., Lagos, Nigeria","08033777110, 08027167877",2348180862208
41,https://nigeriapropertycentre.com/agents/divineint-homes-and-properties-120189,Divineint Homes And Properties,,"4 Oluwole Oladejo Street Bada, Ayobo, Alimosho, Lagos, Nigeria",2349068611538,2349068611538
42,https://nigeriapropertycentre.com/agents/laymod-homes-and-services-79958,Laymod Homes And Services,ojoolayemi81@yahoo.com,"6 Olabisi Street Gra Phase2, Shangisha Magodo, Lagos, Nigeria","08134676933, +2348168940645, +2348168940645, +2348168940645",2348134676933
43,https://nigeriapropertycentre.com/agents/cee-ee-properties-ltd-121233,Cee & Ee Properties Ltd,ceeandeeproperties22@gmail.com,"Olumide Odughota Street, Awoyaya Ibeju Lekki, Lekki, Lagos, Nigeria","07032393976, 09065496277",2347032393976
44,https://nigeriapropertycentre.com/agents/pearl-realtors-real-estate-limited-170525,Pearl Realtors Real Estate Limited,,"229, Ikotun Road, Idimu Ikotun, Ikotun Egbe, Lagos, Nigeria",9131108833,2349131108833
45,https://nigeriapropertycentre.com/agents/nikiinc-realtors-80605,Nikiinc Realtors,nikiyaakins16@gmail.com,"C173b Onitana Crescent, Off Olubadan Avenue, Royal Gardens Estate, Ajah, Lagos, Nigeria","08187120651, 08187120651",2348187120651
46,https://nigeriapropertycentre.com/agents/shotex-aaron-global-services-73057,Shotex & Aaron Global Services,turpyson@yahoo.com,"Road 1 Suite A10 Ikota Shopping Complex Ajah, Eti-osa, Lagos, Nigeria","+2348055624081, +2348036617682, +2348034134540, +2349076556608",2348036617682
47,https://nigeriapropertycentre.com/agents/idowu-shada-and-co-28732,Idowu Shada And Co,idowushada@gmail.com,"Suite 2, Block B1, Bola Tinubu Plaza, Ijaiye, Lagos, Nigeria","08023095707, 08120192377, 07063090046, 07055449474",2348023095707
48,https://nigeriapropertycentre.com/agents/duchess-homes-development-co-ltd-35829,Duchess Homes & Development Co. Ltd.,,"4, Oluwole Soetan Street, Rockstone Ville Estate, Along Badore Road, Ajah, Lagos, Nigeria",2348033334743,2348033334743
49,https://nigeriapropertycentre.com/agents/jollygood-nigeria-ltd-43335,Jollygood Nigeria Ltd,,"51, Ogunlana Street, Egbeda, Alimosho, Lagos, Nigeria","+2348037699996, +2348083221822",2348037699996
50,https://nigeriapropertycentre.com/agents/ndewo-homes-ltd-197860,Ndewo Homes Ltd,ndewohomes@gmail.com,"Babatope Bejide Crescent, Lekki, Lagos, Nigeria",8035926130,2348035926130
51,https://nigeriapropertycentre.com/agents/paydiamond-creative-solutions-ltd-78773,Paydiamond Creative Solutions Ltd,,"4a Muritala Muhammed Street, Off Ishaga, Ojodu-abiodun, Ojodu, Lagos, Nigeria",7038784438,2347038784438
52,https://nigeriapropertycentre.com/agents/phumpet-services-38810,Phumpet Services,,"No 6 Eletu Ogabi Street, Victoria Island, Lagos, Nigeria","08027212501, 08021177980",2348027212501
53,https://nigeriapropertycentre.com/agents/the-overflow-global-properties-realtors-limited-86826,The Overflow Global Properties & Realtors Limited,theoverflowproperties@gmail.com,"231, Iju Water Works Road, Iju-ishaga, Agege, Lagos, Nigeria","08165456551, 08054051344",2348165456551
54,https://nigeriapropertycentre.com/agents/steadfast-synergy-solutions-limited-78887,Steadfast Synergy Solutions Limited,,"45 Caulcrick Road, Apapa, Lagos, Nigeria","07063567601, 07019220919",2347063567601
55,https://nigeriapropertycentre.com/agents/manficap-properties-149800,Manficap Properties,,"Xpress House, Gas Plant Rd, Beside Ostra Hall, Alausa,, Ikeja, Lagos, Nigeria",2348140705642,2348140705642
56,https://nigeriapropertycentre.com/agents/magen-skylark-properties-105051,Magen Skylark Properties,,"17b Off June 12 Blvd Rd, Ajah, Lagos, Nigeria","08156647909, 08064704255",8064704255
57,https://nigeriapropertycentre.com/agents/josnick-realtors-47197,Josnick Realtors,,"1 Engineering Close, Victoria Island, Lagos, Nigeria","08023710771, 09092092198",9092092198
58,https://nigeriapropertycentre.com/agents/gm-harvey-realty-limited-16891,Gm Harvey Realty Limited,,"2, Kayode Oduba Street, Thomas Estate , Ajah, Lagos , Nigeria","08034360360, 08094585757, 08069387964, 08129126602",2348034360360
59,https://nigeriapropertycentre.com/agents/consili-et-al-realty-36120,Consili Et Al Realty,,"Flat 10, Beside Sparking Garden, Okeira, Ajah, Lagos, Nigeria","08162503352, 07017325630, 08025991813",2348162503352
60,https://nigeriapropertycentre.com/agents/john-zedomi-associates-11760,John Zedomi & Associates,chinonso@jzedomiassociates.com,"16b, Salvation Road, Opebi, Ikeja, Lagos, Nigeria","07013950476, 08086748668, 07013919809, 08095675421",7013950476
61,https://nigeriapropertycentre.com/agents/paulco-investment-limited-54896,Paulco Investment Limited,paulcogroup2020@yahoo.com,"1, Ikosi Road, Near Stanbic Ibtc Bank Plc, Ketu Bus Stop, Ketu, Lagos, Nigeria","+2348033334432, +2348187029701, +2349017417588",2348033334432
62,https://nigeriapropertycentre.com/agents/resilience-realty-global-resources-limited-19338,Resilience Realty Global Resources Limited,olamide.adigunandco@gmail.com,"8 Prince Abisoye Street, Abule Egba, Lagos, Nigeria","09090068871, 08034687563, 09090068871, 08034806938",2348034687563
63,https://nigeriapropertycentre.com/agents/salesville-properties-36466,Salesville Properties,salesvilleproperties@gmail.com,"10b Ibrahim Odofin Street Idado Estatelekki, Lagos, Outside Us, Nigeria","08072658836, 08105315645, 08072658836, 08105315645",8072658836
64,https://nigeriapropertycentre.com/agents/odera-property-ventures-nigeria-limited-50091,Odera Property Ventures Nigeria Limited,,"Block I, Shop 297, Ikota Shopping Complex, Ajah, Lagos State, Nigeria","08187338110, 07039700434, 08051968139",2347039700435
65,https://nigeriapropertycentre.com/agents/holton-realty-and-lifestyle-147104,Holton Realty And Lifestyle,,"C15d Burdillon Court Estate , Chevron Drive, Lekki, Lagos, Nigeria","09078238824, 08086157329",9078238824
66,https://nigeriapropertycentre.com/agents/o-global-solutions-realtors-37296,O Global Solutions & Realtors,ohila23@gmail.com,"Plot 51, Adeyemo Akapo, Omole, Ikeja, Lagos, Nigeria","08038171136, 08023947746",2348038171136
67,https://nigeriapropertycentre.com/agents/fort-oasis-realty-171608,Fort Oasis Realty,,"44 Nuru Oniwo Street, Aguda, Lagos, Nigeria","08187952654, 08187952654",2348187952654
68,https://nigeriapropertycentre.com/agents/walsteins-associates-69021,Walsteins Associates,walsteinsassociates@yahoo.com,"22, Ogunmodede Street, Off Adegbeyeni Street, Ikeja, Lagos, Nigeria","08070508088, 08053135344, 08037256243",8070508088
69,https://nigeriapropertycentre.com/agents/andop-homes-and-properties-concepts-142222,Andop Homes And Properties Concepts,,"1 Allen Balogun Agungi, Lekki, Lagos., Nigeria",2349138027284,2349138027284
70,https://nigeriapropertycentre.com/agents/jaysolutions-properties-67373,Jaysolutions Properties,boyedejeffrey920@gmail.com,"B186 Jakande Housing Estate Elegushi., Lekki Epe Express Lagos, Lagos, Nigeria","+2348064673040, 08064673040, 07037695692",2348064673040
71,https://nigeriapropertycentre.com/agents/diaamond-partners-estate-agency-28629,Diaamond Partners Estate Agency,diaamondpartners@gmail.com,"26 Akin Leigh Street, Lekki Phase 1, Lagos, Nigeria",7056826783,8138199901
72,https://nigeriapropertycentre.com/agents/kavigreen-consult-118181,Kavigreen Consult,info@kavigreenconsult.com,"22, 4th Avenue, Infinity Estate, Addo Road, Ajah, Lagos, Nigeria","07084842435, 09084842444",2347084842435
73,https://nigeriapropertycentre.com/agents/dele-ajibade-and-co-117969,Dele Ajibade And Co.,babalolaolufemi003@gmail.com,"Plot 168 Oyadiran Estate, Onike, Sabo, Yaba, Lagos, Nigeria","08094721442, 09024458392, 09024458392, 08094721442",8094721442
74,https://nigeriapropertycentre.com/agents/chazze-building-nigeria-limited-26691,Chazze Building Nigeria Limited,info@chazzeproperty.com,"82 Oniru Estate Resettlement, Lekki, Lagos, Nigeria","07061647638, 08111707127",2347061647638
75,https://nigeriapropertycentre.com/agents/linch-bin-resources-nig-ltd-34274,Linch Bin Resources Nig Ltd,linchbin.megaproperties@gmail.com,"13 Beacon Crescent , Awoyaya, Ibeju-lekki, Lagos, Nigeria","+2348039198452, +2347057726232, +2348023178394",2348039198452
76,https://nigeriapropertycentre.com/agents/giona-homes-ltd-131059,Giona Homes Ltd,,"1c Fatai Durosimi Etti Crescent, Off Ligali Ayorinde, Victoria Island, Lagos, Nigeria","09156583131, 07052430335",2349156583131
77,https://nigeriapropertycentre.com/agents/domaine-real-estate-2027,Domaine Real Estate,domainerealestate01@gmail.com,"Grandview Plaza, Magodo Phase 2, Lagos, Nigeria","08036472961, 07080019495",8036472961
78,https://nigeriapropertycentre.com/agents/skb-richwell-limited-17327,Skb Richwell Limited,ksam967@gmail.com,"10, Baba Yusuf Close, Alausa, Ikeja, Lagos, Nigeria","08023566655, 08025019606",2348023566655
79,https://nigeriapropertycentre.com/agents/honeyfed-properties-109532,Honeyfed Properties,,"27 Ayangburen Road Ikorodu,lagos., Ikorodu, Lagos, Nigeria",8092871057,2348092871057
80,https://nigeriapropertycentre.com/agents/mankind-chambers-30282,Mankind Chambers,mankindhomes@yahoo.com,"Eyinogun Street, Off Mafoluku Road, Mafoluku, Oshodi, Lagos, Nigeria","08057318847, 08067327807",2348057318847
81,https://nigeriapropertycentre.com/agents/naijahomes-131745,Naijahomes,,"9,ishola Street, Alagomeji, Yaba, Lagos, Nigeria","09060228673, 09092232860",9060228673
82,https://nigeriapropertycentre.com/agents/misa-limited-47179,Misa Limited,lsimon-ebije@misaltd.com,"47a, Glover Road, Ikoyi, Lagos, Nigeria","+2349162000888, 09163000888",2349162000888
83,https://nigeriapropertycentre.com/agents/kelly-berry-luxury-homes-120275,Kelly_berry Luxury Homes,kellyberryluxuryhomes@gmail.com,"1 Charity Close Thomas Estates, Ajah, Lagos, Nigerian",7034534871,7034534871
84,https://nigeriapropertycentre.com/agents/iwel-property-brokers-ltd-15267,Iwel Property Brokers Ltd,iwelproperties@gmail.com,"65 Eric Manuel Street, Off Bode Thomas, Surulere, Lagos, Nigeria","08050931413, 08033210765",2348033210765
85,https://nigeriapropertycentre.com/agents/right-location-realtors-limited-25345,Right Location Realtors Limited,rightlocation4u@yahoo.com,"8 Nurudeen Street, Anifowoshe, Ikeja, Lagos, Nigeria","08033600800, 07034215156",
86,https://nigeriapropertycentre.com/agents/imart-m-global-services-34580,Imart & M Global Services,,"9 Senabu, Sari-iganmu, Badia, Lagos, Nigeria","08065157484, 08065157484",2348065157484
87,https://nigeriapropertycentre.com/agents/veseli-zioni-limited-30454,Veseli Zioni Limited,home_2a@yahoo.com,"Suite 9, Second Floor, Oakland Properties (cross Town Mall), 75 Iju Road, Lagos, Nigeria",8033061606,2349057274548
88,https://nigeriapropertycentre.com/agents/xeuv-digital-enterprises-91904,Xeuv Digital Enterprises,xeuvdigital@gmail.com,"8c Aare Fakorede Street. Oral Estate Agungi., Lagos, Lagos, Nigeria","09023999099, 09058558955",9058558955
89,https://nigeriapropertycentre.com/agents/lambe-eboigbe-properties-39064,Lambe & Eboigbe Properties,,"81, Ibidun Street, Surulere, Lagos, Nigeria",8023729528,2348023729528
90,https://nigeriapropertycentre.com/agents/joop-concept-2260,Joop Concept,matthewajah@gmail.com,"80 Tapa Sreet, Off Adeshina Road, Surulere, Lagos, Nigeria",2348121654973,2348121654973
91,https://nigeriapropertycentre.com/agents/jsp-realtors-18045,Jsp Realtors,jsprealtors@gmail.com,"No. 10, Iroko Awe Street, Orile Ilasan , Lekki, Lagos, Nigeria",7032033153,2347032033153
92,https://nigeriapropertycentre.com/agents/soa-realtors-limited-28531,Soa Realtors Limited,soarealtors@yahoo.com,"Raimi Akinyele, Maroko, Ajah, Lagos, Nigeria","09052236602, 09052236602",2349052236602
93,https://nigeriapropertycentre.com/agents/luxie-realty-homes-limited-182593,Luxie Realty Homes Limited,,"33 Unity Est Badore Ibeju, Ajah, Lagos, Nigeria",8139980419,2348139980419
94,https://nigeriapropertycentre.com/agents/abodeworks-services-1400,Abodeworks Services,ayanlowoolufemi@yahoo.com,"2nd Floor, Delog Building, 369 Borno Way, Alagomeji, Yaba, Lagos, Nigeria",7065324883,2347065324883
95,https://nigeriapropertycentre.com/agents/cotrem-homes-and-properties-limited-73385,Cotrem Homes And Properties Limited,cyprusakanni@gmail.com,"65c, Opebi Road, Ikeja, Lagos, Nigeria",8105949047,8105949047
96,https://nigeriapropertycentre.com/agents/damisa-luxury-realties-55234,Damisa Luxury Realties.,damisaluxuryrealties1@gmail.com,"House 15 Lateef Jakande, Lagos, Ajah., Lagos State, Nigeria","07067918970, 09058431076",9058431076
97,https://nigeriapropertycentre.com/agents/dewatcy-ventures-19569,Dewatcy Ventures,dewatcyventures@gmail.com,"Hse, Covenent Dr. Awoyaya, Abijoh, Ajah, Lagos, Nigeria","08023562545, 08023562545, 07031289588",2348023562545
98,https://nigeriapropertycentre.com/agents/tedson-nigeria-limited-67539,Tedson Nigeria Limited,holdah4xt@yaho.com,"No. 7, Agu Amaechi Street, Off Canaan Est, Lekki Gardens Phase 1, Ajah, Lagos, Nigeria","08032670727, 07041199629, 08085290997",2348032670727
99,https://nigeriapropertycentre.com/agents/grandeur-chattels-and-construction-limited-20317,Grandeur Chattels And Construction Limited,grandeurchattelsltd@gmail.com,"Plot 12 Lsdpc Road, Isheri Olofin, Isheri North, Lagos State, Nigeria","07061500157, 09025728628, 09025728628",2347061500157
100,https://nigeriapropertycentre.com/agents/bho-homes-and-properties-limited-20420,Bho Homes And Properties Limited,bhohomesandproperties@gmail.com,"13, Olusanya Close, Behind Timoteik Hospital, Alapere, Ketu, Lagos, Nigeria","08182139428, 08082110022",23481821394280
101,https://nigeriapropertycentre.com/agents/chaman-law-firm-74534,Chaman Law Firm,chamanproperties@yahoo.com,"115, Awolowo Way By Allen Bus Stop, Ikeja, Lagos, Nigeria","08065553671, 08024200080, 08064722292, 08096888818",2348096888818
102,https://nigeriapropertycentre.com/agents/auction-basic-company-limited-25530,Auction Basic Company Limited,,"No. 12 Utomi Aire Street, Off Emmanuel Abimbola Co, Eti-osa Local Government, Lagos, Nigeria",2348063437149,2348063437149
103,https://nigeriapropertycentre.com/agents/soaring-realtors-kodio-global-concepts-32973,Soaring Realtors (kodio Global Concepts),info@soaringrealtors.com,"8, Mohammed Abdul Street, New Oko Oba, Lagos, Nigeria","08022234499, 09060016336",8022234499
104,https://nigeriapropertycentre.com/agents/lad-white-real-properties-a-division-of-lad-white-ventures-ltd-1173,Lad-white Real Properties (a Division Of Lad-white Ventures Ltd),ladwhitevl@yahoo.com,"Suite 53 Phase 2, Lsdpc Shopping Complex, Oba Ogunji Road, Opposite Women Dev. Centre, Pen-cinema, Agege, Lagos, Nigeria","+2348023189403, +2348023189403, +2348055957900",2348023189403
105,https://nigeriapropertycentre.com/agents/global-deluxe-properties-86155,Global Deluxe Properties,,"8,faosat Street,bako Irawo, Ikorodu Road, Lagos, Lagos, Lagos, Nigeria","07065245972, 09074251004, 07065245972",9074251004
106,https://nigeriapropertycentre.com/agents/360luxe-limited-25435,360luxe Limited,olabanji@360luxeltd.com,"No 4, Babatope Bejide Street, Lekki Phase 1, Lagos, Nigeria","08135026727, 08135026727, 08023300989, 08023300989",8135026727
107,https://nigeriapropertycentre.com/agents/vinz-global-properties-ltd-176943,Vinz Global Properties Ltd,,"P 19 All Saints Community Sangotedo, Ajah, Lagos, Nigeria",8109621213,2348109621213
108,https://nigeriapropertycentre.com/agents/jenic-real-estate-31605,Jenic Real Estate,jenicrealestate@gmail.com,"32, Omomo Street, Ifako, Lagos, Nigeria",7065477787,2347065477787
109,https://nigeriapropertycentre.com/agents/landreth-limited-25262,Landreth Limited,oduwa@msn.com,"72 Queen Street, Sabo, Yaba, Lagos, Nigeria","014549666, 08023068000, 08098068000, 08159691717",2348098068000
110,https://nigeriapropertycentre.com/agents/365-support-services-limited-45110,365 Support Services Limited,,"Suite 16, Nikky Africana Plaza, 70c Allen Avenue, Ikeja, Lagos, Nigeria","08037074206, 08037074206",2348037074206
111,https://nigeriapropertycentre.com/agents/greenstar-properties-leaphigh-concepts-82408,Greenstar Properties (leaphigh Concepts),temigreatness@gmail.com,"22, Olufemi Ojo Street, Shasha Road, Alimosho Lga,, Egbeda-akowonjo Road,, Lagos, Nigeria","+2348038532350, +2348038532350, +2348092772795, +2348092772810",2348038532350
112,https://nigeriapropertycentre.com/agents/temis-t-t-130587,Temi's T & T,,"Z/2 S48, Baba Qudus Street, Ajangbadi, Lagos, Nigeria",2349013065983,2349013065983
113,https://nigeriapropertycentre.com/agents/ashley-real-estate-974,Ashley Real Estate,ashleyrealestateservices@yahoo.com,"19, Oloje Street, Papa Ajao, Lagos, Nigeria",8083983042,
114,https://nigeriapropertycentre.com/agents/360-degree-properties-ltd-101848,360 DEGREE PROPERTIES LTD,,"Plot 36, Udeco Medical Road, Chevron, Lekki, Lagos, Nigeria","09137785096, 09031586998",2349137785096
115,https://nigeriapropertycentre.com/agents/tisat-resources-nigeria-limited-24118,Tisat Resources Nigeria Limited,info.tisat123@gmail.com,"50b Bejide Babatope Street, Lekki Phase 1, Lagos, Nigeria","08098408881, 08156025344",8098408881
116,https://nigeriapropertycentre.com/agents/udmax-global-investment-and-links-ltd-126242,Udmax Global Investment And Links Ltd,,"7, Fasasi Iroko Street,, Ago Palace Way, Lagos, Nigeria","08039443899, 07062332734",2348039443899
117,https://nigeriapropertycentre.com/agents/tai-prolific-limited-139842,Tai Prolific Limited,,"1 Bashiru Olusesi Avenue, Adjacent Tipper Garage, Km 19 Lekki Epe Expressway., Olugborogan, Lagos, Nigeria",7055556608,2347055556608
118,https://nigeriapropertycentre.com/agents/brickstone-realtor-31962,Brickstone Realtor,info@brickstonerealtorng.com,"Providence Str. Plot 84, Lekki Phase 1, Lagos, Nigeria","07066988305, 07066988305",7066988305
119,https://nigeriapropertycentre.com/agents/abdullahi-abby-gardens-nig-limited-98163,Abdullahi & Abby Gardens Nig Limited,liba4life247@gmail.com,"46, Oke Muti, Igbo Olomu Road, Ikorodu, Lagos, Nigeria","08038389084, 08038389084, 08038389084, 08038389084",2348038389084
120,https://nigeriapropertycentre.com/agents/jerry-star-realtors-5659,Jerry Star Realtors,jerrystarrealtors@gmail.com,"Shop 24, Bankom Plaza ,28, Langbasa Road, Ajah, Lagos , Nigeria","08126645828, 07038520306",2347038520306
121,https://nigeriapropertycentre.com/agents/amassive-nig-limited-3226,Amassive Nig Limited,amassive.nig.ltd@gmail.com,"30 Akintunde Street, Onike, Yaba, Lagos, Nigeria","07035201266, +2349024870160, 08024796064, 07026644531",2347086585632
